listing_id,url,slug,breed,current_status,title,h1,description_length,description_unique,canonical,robots_indexability,sitemap_inclusion,incoming_internal_links,breed_page_relationship,puppies_hub_relationship,enquiry_cta,images,alt_text,schema,duplicate_risk,soft_404_risk,classification
lulu-female-1,https://www.pottyregisteredpuppies.com/puppies/lulu-female-1,lulu-female-1,Maltipoo,Available,"Lulu — Maltipoo Puppy | Female, 12 weeks | Potty Registered Puppies",Lulu,271,YES,https://www.pottyregisteredpuppies.com/puppies/lulu-female-1,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
bomi-male,https://www.pottyregisteredpuppies.com/puppies/bomi-male,bomi-male,Coton De Tulear,Available,"Bomi — Coton De Tulear Puppy | Male, 20 weeks | Potty Registered Puppies",Bomi,263,YES,https://www.pottyregisteredpuppies.com/puppies/bomi-male,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
aaron-male-2,https://www.pottyregisteredpuppies.com/puppies/aaron-male-2,aaron-male-2,Maltipom,Available,"Aaron — Maltipom Puppy | Male, 12 weeks | Potty Registered Puppies",Aaron,259,YES,https://www.pottyregisteredpuppies.com/puppies/aaron-male-2,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
amelia-female-6,https://www.pottyregisteredpuppies.com/puppies/amelia-female-6,amelia-female-6,Poodle,Available,"Amelia — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Amelia,266,YES,https://www.pottyregisteredpuppies.com/puppies/amelia-female-6,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
rocko-male-2,https://www.pottyregisteredpuppies.com/puppies/rocko-male-2,rocko-male-2,Morkie,Available,"Rocko — Morkie Puppy | Male, 20 weeks | Potty Registered Puppies",Rocko,264,YES,https://www.pottyregisteredpuppies.com/puppies/rocko-male-2,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
berry-female-1,https://www.pottyregisteredpuppies.com/puppies/berry-female-1,berry-female-1,Poodle,Available,"Berry — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Berry,262,YES,https://www.pottyregisteredpuppies.com/puppies/berry-female-1,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
aspen-male-4,https://www.pottyregisteredpuppies.com/puppies/aspen-male-4,aspen-male-4,Pomeranian,Available,"Aspen — Pomeranian Puppy | Male, 12 weeks | Potty Registered Puppies",Aspen,264,YES,https://www.pottyregisteredpuppies.com/puppies/aspen-male-4,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
toto-male-2,https://www.pottyregisteredpuppies.com/puppies/toto-male-2,toto-male-2,Maltese,Available,"Toto — Maltese Puppy | Male, 20 weeks | Potty Registered Puppies",Toto,256,YES,https://www.pottyregisteredpuppies.com/puppies/toto-male-2,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
velvet-female-4,https://www.pottyregisteredpuppies.com/puppies/velvet-female-4,velvet-female-4,Poodle,Available,"Velvet — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Velvet,264,YES,https://www.pottyregisteredpuppies.com/puppies/velvet-female-4,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
boomer-male-1,https://www.pottyregisteredpuppies.com/puppies/boomer-male-1,boomer-male-1,Maltipoo,Available,"Boomer — Maltipoo Puppy | Male, 12 weeks | Potty Registered Puppies",Boomer,271,YES,https://www.pottyregisteredpuppies.com/puppies/boomer-male-1,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
chloe-female-6,https://www.pottyregisteredpuppies.com/puppies/chloe-female-6,chloe-female-6,Maltipoo,Available,"Chloe — Maltipoo Puppy | Female, 12 weeks | Potty Registered Puppies",Chloe,273,YES,https://www.pottyregisteredpuppies.com/puppies/chloe-female-6,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
austin-male-2,https://www.pottyregisteredpuppies.com/puppies/austin-male-2,austin-male-2,Maltipoo,Available,"Austin — Maltipoo Puppy | Male, 12 weeks | Potty Registered Puppies",Austin,273,YES,https://www.pottyregisteredpuppies.com/puppies/austin-male-2,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
kyle-male-5,https://www.pottyregisteredpuppies.com/puppies/kyle-male-5,kyle-male-5,Pomeranian,Available,"Kyle — Pomeranian Puppy | Male, 12 weeks | Potty Registered Puppies",Kyle,257,YES,https://www.pottyregisteredpuppies.com/puppies/kyle-male-5,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
mochi-female-6,https://www.pottyregisteredpuppies.com/puppies/mochi-female-6,mochi-female-6,Pomeranian,Available,"Mochi — Pomeranian Puppy | Female, 12 weeks | Potty Registered Puppies",Mochi,261,YES,https://www.pottyregisteredpuppies.com/puppies/mochi-female-6,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
agatha-female-3,https://www.pottyregisteredpuppies.com/puppies/agatha-female-3,agatha-female-3,Poodle,Available,"Agatha — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Agatha,266,YES,https://www.pottyregisteredpuppies.com/puppies/agatha-female-3,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
lulu-female,https://www.pottyregisteredpuppies.com/puppies/lulu-female,lulu-female,Maltipoo,Available,"Lulu — Maltipoo Puppy | Female, 12 weeks | Potty Registered Puppies",Lulu,271,YES,https://www.pottyregisteredpuppies.com/puppies/lulu-female,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
noah-male,https://www.pottyregisteredpuppies.com/puppies/noah-male,noah-male,Maltipoo,Available,"Noah — Maltipoo Puppy | Male, 12 weeks | Potty Registered Puppies",Noah,263,YES,https://www.pottyregisteredpuppies.com/puppies/noah-male,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
suki-female,https://www.pottyregisteredpuppies.com/puppies/suki-female,suki-female,Pomeranian,Available,"Suki — Pomeranian Puppy | Female, 12 weeks | Potty Registered Puppies",Suki,264,YES,https://www.pottyregisteredpuppies.com/puppies/suki-female,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
mitch-male-2,https://www.pottyregisteredpuppies.com/puppies/mitch-male-2,mitch-male-2,Poodle,Available,"Mitch — Poodle Puppy | Male, 12 weeks | Potty Registered Puppies",Mitch,266,YES,https://www.pottyregisteredpuppies.com/puppies/mitch-male-2,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
lala-female-5,https://www.pottyregisteredpuppies.com/puppies/lala-female-5,lala-female-5,Maltipoo,Available,"Lala — Maltipoo Puppy | Female, 12 weeks | Potty Registered Puppies",Lala,265,YES,https://www.pottyregisteredpuppies.com/puppies/lala-female-5,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
luca-male,https://www.pottyregisteredpuppies.com/puppies/luca-male,luca-male,Mame Shiba,Available,"Luca — Mame Shiba Puppy | Male, 12 weeks | Potty Registered Puppies",Luca,260,YES,https://www.pottyregisteredpuppies.com/puppies/luca-male,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
isla-female,https://www.pottyregisteredpuppies.com/puppies/isla-female,isla-female,Maltese,Available,"Isla — Maltese Puppy | Female, 24 weeks | Potty Registered Puppies",Isla,258,YES,https://www.pottyregisteredpuppies.com/puppies/isla-female,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
diana-female-4,https://www.pottyregisteredpuppies.com/puppies/diana-female-4,diana-female-4,Pomeranian,Available,"Diana — Pomeranian Puppy | Female, 12 weeks | Potty Registered Puppies",Diana,261,YES,https://www.pottyregisteredpuppies.com/puppies/diana-female-4,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
jennie-female-2,https://www.pottyregisteredpuppies.com/puppies/jennie-female-2,jennie-female-2,Poodle,Available,"Jennie — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Jennie,264,YES,https://www.pottyregisteredpuppies.com/puppies/jennie-female-2,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
gigi-female-6,https://www.pottyregisteredpuppies.com/puppies/gigi-female-6,gigi-female-6,Maltipoo,Available,"Gigi — Maltipoo Puppy | Female, 12 weeks | Potty Registered Puppies",Gigi,265,YES,https://www.pottyregisteredpuppies.com/puppies/gigi-female-6,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
celine-female-1,https://www.pottyregisteredpuppies.com/puppies/celine-female-1,celine-female-1,Maltipoo,Available,"Celine — Maltipoo Puppy | Female, 12 weeks | Potty Registered Puppies",Celine,269,YES,https://www.pottyregisteredpuppies.com/puppies/celine-female-1,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
sylvie-female,https://www.pottyregisteredpuppies.com/puppies/sylvie-female,sylvie-female,Poodle,Available,"Sylvie — Poodle Puppy | Female, 32 weeks | Potty Registered Puppies",Sylvie,278,YES,https://www.pottyregisteredpuppies.com/puppies/sylvie-female,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
chanel-female-3,https://www.pottyregisteredpuppies.com/puppies/chanel-female-3,chanel-female-3,Yorkie,Available,"Chanel — Yorkie Puppy | Female, 20 weeks | Potty Registered Puppies",Chanel,273,YES,https://www.pottyregisteredpuppies.com/puppies/chanel-female-3,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
isabella-female-2,https://www.pottyregisteredpuppies.com/puppies/isabella-female-2,isabella-female-2,Poodle,Available,"Isabella — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Isabella,272,YES,https://www.pottyregisteredpuppies.com/puppies/isabella-female-2,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
amber-female-1,https://www.pottyregisteredpuppies.com/puppies/amber-female-1,amber-female-1,Poodle,Available,"Amber — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Amber,262,YES,https://www.pottyregisteredpuppies.com/puppies/amber-female-1,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
noa-female,https://www.pottyregisteredpuppies.com/puppies/noa-female,noa-female,Coton De Tulear,Available,"Noa — Coton De Tulear Puppy | Female, 12 weeks | Potty Registered Puppies",Noa,263,YES,https://www.pottyregisteredpuppies.com/puppies/noa-female,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
arthur-male-2,https://www.pottyregisteredpuppies.com/puppies/arthur-male-2,arthur-male-2,Coton De Tulear,Available,"Arthur — Coton De Tulear Puppy | Male, 12 weeks | Potty Registered Puppies",Arthur,267,YES,https://www.pottyregisteredpuppies.com/puppies/arthur-male-2,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
maggie-female-5,https://www.pottyregisteredpuppies.com/puppies/maggie-female-5,maggie-female-5,Yorkie,Available,"Maggie — Yorkie Puppy | Female, 20 weeks | Potty Registered Puppies",Maggie,273,YES,https://www.pottyregisteredpuppies.com/puppies/maggie-female-5,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
nola-female,https://www.pottyregisteredpuppies.com/puppies/nola-female,nola-female,Pomsky,Available,"Nola — Pomsky Puppy | Female, 12 weeks | Potty Registered Puppies",Nola,262,YES,https://www.pottyregisteredpuppies.com/puppies/nola-female,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
coco-female-reserved-by-rt,https://www.pottyregisteredpuppies.com/puppies/coco-female-reserved-by-rt,coco-female-reserved-by-rt,Maltipoo,Available,"Coco — Maltipoo Puppy | Female, 12 weeks | Potty Registered Puppies",Coco,265,YES,https://www.pottyregisteredpuppies.com/puppies/coco-female-reserved-by-rt,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
ginger-male,https://www.pottyregisteredpuppies.com/puppies/ginger-male,ginger-male,Poodle,Available,"Ginger — Poodle Puppy | Male, 12 weeks | Potty Registered Puppies",Ginger,264,YES,https://www.pottyregisteredpuppies.com/puppies/ginger-male,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
ewan-male-5,https://www.pottyregisteredpuppies.com/puppies/ewan-male-5,ewan-male-5,Maltipoo,Available,"Ewan — Maltipoo Puppy | Male, 12 weeks | Potty Registered Puppies",Ewan,263,YES,https://www.pottyregisteredpuppies.com/puppies/ewan-male-5,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
gisele-female,https://www.pottyregisteredpuppies.com/puppies/gisele-female,gisele-female,Pomeranian,Available,"Gisele — Pomeranian Puppy | Female, 12 weeks | Potty Registered Puppies",Gisele,273,YES,https://www.pottyregisteredpuppies.com/puppies/gisele-female,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
snow-male,https://www.pottyregisteredpuppies.com/puppies/snow-male,snow-male,Pomeranian,Available,"Marshy — Pomeranian Puppy | Male, 12 weeks | Potty Registered Puppies",Marshy,261,YES,https://www.pottyregisteredpuppies.com/puppies/snow-male,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
nugget-male-1,https://www.pottyregisteredpuppies.com/puppies/nugget-male-1,nugget-male-1,Poodle,Available,"Nugget — Poodle Puppy | Male, 12 weeks | Potty Registered Puppies",Nugget,262,YES,https://www.pottyregisteredpuppies.com/puppies/nugget-male-1,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
jennie-female-1,https://www.pottyregisteredpuppies.com/puppies/jennie-female-1,jennie-female-1,Poodle,Available,"Jennie — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Jennie,266,YES,https://www.pottyregisteredpuppies.com/puppies/jennie-female-1,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
luna-female-2,https://www.pottyregisteredpuppies.com/puppies/luna-female-2,luna-female-2,Poodle,Available,"Luna — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Luna,260,YES,https://www.pottyregisteredpuppies.com/puppies/luna-female-2,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
hershey-male-1,https://www.pottyregisteredpuppies.com/puppies/hershey-male-1,hershey-male-1,Maltipoo,Available,"Hershey — Maltipoo Puppy | Male, 12 weeks | Potty Registered Puppies",Hershey,279,YES,https://www.pottyregisteredpuppies.com/puppies/hershey-male-1,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
butters-male-1,https://www.pottyregisteredpuppies.com/puppies/butters-male-1,butters-male-1,Pomeranian,Available,"Butters — Pomeranian Puppy | Male, 12 weeks | Potty Registered Puppies",Butters,263,YES,https://www.pottyregisteredpuppies.com/puppies/butters-male-1,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
jessica-female-9,https://www.pottyregisteredpuppies.com/puppies/jessica-female-9,jessica-female-9,Maltipoo,Available,"Jessica — Maltipoo Puppy | Female, 12 weeks | Potty Registered Puppies",Jessica,275,YES,https://www.pottyregisteredpuppies.com/puppies/jessica-female-9,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
nutella-male,https://www.pottyregisteredpuppies.com/puppies/nutella-male,nutella-male,Pomeranian,Available,"Nutella — Pomeranian Puppy | Male, 12 weeks | Potty Registered Puppies",Nutella,273,YES,https://www.pottyregisteredpuppies.com/puppies/nutella-male,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
lyra-female-7,https://www.pottyregisteredpuppies.com/puppies/lyra-female-7,lyra-female-7,Maltipoo,Available,"Lyra — Maltipoo Puppy | Female, 12 weeks | Potty Registered Puppies",Lyra,265,YES,https://www.pottyregisteredpuppies.com/puppies/lyra-female-7,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
stella-female-6,https://www.pottyregisteredpuppies.com/puppies/stella-female-6,stella-female-6,Poodle,Available,"Stella — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Stella,264,YES,https://www.pottyregisteredpuppies.com/puppies/stella-female-6,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
toby-male-copy,https://www.pottyregisteredpuppies.com/puppies/toby-male-copy,toby-male-copy,Shih Zhu,Available,"Toby — Shih Zhu Puppy | Male, 16 weeks | Potty Registered Puppies",Toby,270,YES,https://www.pottyregisteredpuppies.com/puppies/toby-male-copy,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
selene-female,https://www.pottyregisteredpuppies.com/puppies/selene-female,selene-female,Poodle,Available,"Selene — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Selene,266,YES,https://www.pottyregisteredpuppies.com/puppies/selene-female,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
berry-female,https://www.pottyregisteredpuppies.com/puppies/berry-female,berry-female,Poodle,Available,"Berry — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Berry,262,YES,https://www.pottyregisteredpuppies.com/puppies/berry-female,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
myles-male-4,https://www.pottyregisteredpuppies.com/puppies/myles-male-4,myles-male-4,Maltipoo,Available,"Myles — Maltipoo Puppy | Male, 12 weeks | Potty Registered Puppies",Myles,265,YES,https://www.pottyregisteredpuppies.com/puppies/myles-male-4,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
sienna-female-2,https://www.pottyregisteredpuppies.com/puppies/sienna-female-2,sienna-female-2,Poodle,Available,"Sienna — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Sienna,264,YES,https://www.pottyregisteredpuppies.com/puppies/sienna-female-2,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
felix-male-1,https://www.pottyregisteredpuppies.com/puppies/felix-male-1,felix-male-1,Poodle,Available,"Felix — Poodle Puppy | Male, 12 weeks | Potty Registered Puppies",Felix,260,YES,https://www.pottyregisteredpuppies.com/puppies/felix-male-1,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
taylor-male-2,https://www.pottyregisteredpuppies.com/puppies/taylor-male-2,taylor-male-2,Pomeranian,Available,"Taylor — Pomeranian Puppy | Male, 12 weeks | Potty Registered Puppies",Taylor,261,YES,https://www.pottyregisteredpuppies.com/puppies/taylor-male-2,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
monty-male-5,https://www.pottyregisteredpuppies.com/puppies/monty-male-5,monty-male-5,Poodle,Available,"Monty — Poodle Puppy | Male, 12 weeks | Potty Registered Puppies",Monty,264,YES,https://www.pottyregisteredpuppies.com/puppies/monty-male-5,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
bianca-female-1,https://www.pottyregisteredpuppies.com/puppies/bianca-female-1,bianca-female-1,Coton De Tulear,Available,"Bianca — Coton De Tulear Puppy | Female, 12 weeks | Potty Registered Puppies",Bianca,269,YES,https://www.pottyregisteredpuppies.com/puppies/bianca-female-1,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
oreo-male-2,https://www.pottyregisteredpuppies.com/puppies/oreo-male-2,oreo-male-2,Maltitzu,Available,"Oreo — Maltitzu Puppy | Male, 12 weeks | Potty Registered Puppies",Oreo,262,YES,https://www.pottyregisteredpuppies.com/puppies/oreo-male-2,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
coco-female-7,https://www.pottyregisteredpuppies.com/puppies/coco-female-7,coco-female-7,Pomeranian,Available,"Coco — Pomeranian Puppy | Female, 12 weeks | Potty Registered Puppies",Coco,259,YES,https://www.pottyregisteredpuppies.com/puppies/coco-female-7,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
bambi-female-1,https://www.pottyregisteredpuppies.com/puppies/bambi-female-1,bambi-female-1,Maltipoo,Available,"Bambi — Maltipoo Puppy | Female, 12 weeks | Potty Registered Puppies",Bambi,267,YES,https://www.pottyregisteredpuppies.com/puppies/bambi-female-1,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
kyle-male-4,https://www.pottyregisteredpuppies.com/puppies/kyle-male-4,kyle-male-4,Pomeranian,Available,"Kyle — Pomeranian Puppy | Male, 12 weeks | Potty Registered Puppies",Kyle,257,YES,https://www.pottyregisteredpuppies.com/puppies/kyle-male-4,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
snowy-male,https://www.pottyregisteredpuppies.com/puppies/snowy-male,snowy-male,Pomeranian,Available,"Snowy — Pomeranian Puppy | Male, 12 weeks | Potty Registered Puppies",Snowy,259,YES,https://www.pottyregisteredpuppies.com/puppies/snowy-male,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
amber-female,https://www.pottyregisteredpuppies.com/puppies/amber-female,amber-female,Poodle,Available,"Amber — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Amber,262,YES,https://www.pottyregisteredpuppies.com/puppies/amber-female,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
chase-male,https://www.pottyregisteredpuppies.com/puppies/chase-male,chase-male,Doodle,Available,"Chase — Doodle Puppy | Male, 12 weeks | Potty Registered Puppies",Chase,268,YES,https://www.pottyregisteredpuppies.com/puppies/chase-male,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
sienna-female-1,https://www.pottyregisteredpuppies.com/puppies/sienna-female-1,sienna-female-1,Poodle,Available,"Sienna — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Sienna,264,YES,https://www.pottyregisteredpuppies.com/puppies/sienna-female-1,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
toby-male-8,https://www.pottyregisteredpuppies.com/puppies/toby-male-8,toby-male-8,Poodle,Available,"Toby — Poodle Puppy | Male, 12 weeks | Potty Registered Puppies",Toby,260,YES,https://www.pottyregisteredpuppies.com/puppies/toby-male-8,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
vivi-female,https://www.pottyregisteredpuppies.com/puppies/vivi-female,vivi-female,Maltipoo,Available,"Vivi — Maltipoo Puppy | Female, 12 weeks | Potty Registered Puppies",Vivi,265,YES,https://www.pottyregisteredpuppies.com/puppies/vivi-female,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
mochi-female-5,https://www.pottyregisteredpuppies.com/puppies/mochi-female-5,mochi-female-5,Poodle,Available,"Mochi — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Mochi,264,YES,https://www.pottyregisteredpuppies.com/puppies/mochi-female-5,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
charlotte-female,https://www.pottyregisteredpuppies.com/puppies/charlotte-female,charlotte-female,Cavalier King Charles Spaniel,Available,"Charlotte — Cavalier King Charles Spaniel Puppy | Female, 12 weeks | Potty Registered Puppies",Charlotte,295,YES,https://www.pottyregisteredpuppies.com/puppies/charlotte-female,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
grace-female-2,https://www.pottyregisteredpuppies.com/puppies/grace-female-2,grace-female-2,Yorkie,Available,"Grace — Yorkie Puppy | Female, 12 weeks | Potty Registered Puppies",Grace,271,YES,https://www.pottyregisteredpuppies.com/puppies/grace-female-2,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
onyx-male-1,https://www.pottyregisteredpuppies.com/puppies/onyx-male-1,onyx-male-1,Pomeranian,Available,"Onyx — Pomeranian Puppy | Male, 24 weeks | Potty Registered Puppies",Onyx,261,YES,https://www.pottyregisteredpuppies.com/puppies/onyx-male-1,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
nala-female-1,https://www.pottyregisteredpuppies.com/puppies/nala-female-1,nala-female-1,Poodle,Available,"Nala — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Nala,263,YES,https://www.pottyregisteredpuppies.com/puppies/nala-female-1,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
dior-female,https://www.pottyregisteredpuppies.com/puppies/dior-female,dior-female,Maltipoo,Available,"Dior — Maltipoo Puppy | Female, 12 weeks | Potty Registered Puppies",Dior,265,YES,https://www.pottyregisteredpuppies.com/puppies/dior-female,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
finn-male-1,https://www.pottyregisteredpuppies.com/puppies/finn-male-1,finn-male-1,Coton De Tulear,Available,"Finn — Coton De Tulear Puppy | Male, 12 weeks | Potty Registered Puppies",Finn,263,YES,https://www.pottyregisteredpuppies.com/puppies/finn-male-1,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
